path,ok,error,total_lines,nonblank_lines,sloc
SemBench/data/loop3_1000/code/347-22606_prolang2_ex4_ex4-6.c,True,,70,70,70
SemBench/data/loop3_1000/code/347-25269_e1_exeps.c,True,,118,118,118
SemBench/data/loop3_1000/code/348-19398_libgomp_testsuite_libgomp.oacc-c-c++-common_reduction-cplx-dbl.c,True,,89,89,89
SemBench/data/loop3_1000/code/348-24935_uefi_gcc_gcc-4.6.3_libgomp_testsuite_libgomp.graphite_force-parallel-6.c,True,,26,26,26
SemBench/data/loop3_1000/code/348-28681_Chapter12_ex12_08.c,True,,134,134,134
SemBench/data/loop3_1000/code/348-33277_Sorting_quicksort.c,True,,37,37,37
SemBench/data/loop3_1000/code/349-14280_code_Prime.c,True,,25,25,25
SemBench/data/loop3_1000/code/349-16139_sort_bubble_sort_c_bubble.c,True,,39,39,39
SemBench/data/loop3_1000/code/349-20147_bubble.c,True,,36,36,36
SemBench/data/loop3_1000/code/349-22483_compiled_C_Euler_Problem-053.c,True,,71,71,71
SemBench/data/loop3_1000/code/349-8221_chapter32-string_match_FA.c,True,,77,77,77
SemBench/data/loop3_1000/code/349-9437_Chapter6_ex06_10.c,True,,61,61,61
SemBench/data/loop3_1000/code/350-23022_tp1_3.1.c,True,,59,59,59
SemBench/data/loop3_1000/code/351-11809_sort_shell_sort.c,True,,35,35,35
SemBench/data/loop3_1000/code/351-18616_uw_cse351_lab4_cacheExperiment.c,True,,19,19,19
SemBench/data/loop3_1000/code/351-23239_Algorithms_reverseKGroup.c,True,,48,48,48
SemBench/data/loop3_1000/code/351-24519_B_25_Radostin_Angelov_homework_4_christmas_tree.c,True,,29,29,29
SemBench/data/loop3_1000/code/352-13239_2_2.30.c,True,,84,84,84
SemBench/data/loop3_1000/code/352-14856_C-examples_pointers-and-arrays_2d-arrays.c,True,,29,29,29
SemBench/data/loop3_1000/code/352-15992_lib_dotgen2_radix1.c,True,,71,71,71
SemBench/data/loop3_1000/code/352-19521_libgomp_testsuite_libgomp.oacc-c-c++-common_reduction-cplx-flt.c,True,,89,89,89
SemBench/data/loop3_1000/code/352-27579_gcc_testsuite_gcc.dg_fpomit-8.c,True,,59,59,59
SemBench/data/loop3_1000/code/353-12864_C_nombresDios1_5.c,True,,78,78,78
SemBench/data/loop3_1000/code/353-23879_array.c,True,,20,20,20
SemBench/data/loop3_1000/code/353-29823_books_cs_general-purpose-algorithms_introduction-to-algorithms_3rd-edition_chapter8_C_bucket_sort.c,True,,69,69,69
SemBench/data/loop3_1000/code/353-4149_algo_5activity.c,True,,80,80,80
SemBench/data/loop3_1000/code/353-4908_csie_13parllel-programming_omp3-2.c,True,,35,35,35
SemBench/data/loop3_1000/code/354-4886_chapter_3_exercise_3-4.c,True,,38,38,38
SemBench/data/loop3_1000/code/355-12422_test_data-structure_list.c,True,,59,59,59
SemBench/data/loop3_1000/code/355-15052_c_88_merge_sorted_array.c,True,,50,50,50
SemBench/data/loop3_1000/code/355-15227_Code_Nodes_kallom_practice.c,True,,143,143,143
SemBench/data/loop3_1000/code/355-2344_CLearning_CPrimerPlus_chap10_array2d.c,True,,50,50,50
SemBench/data/loop3_1000/code/355-32158_simple_threads.c,True,,49,49,49
SemBench/data/loop3_1000/code/355-4732_exp_invs_c_programs_invgen_seq-len_inception__inst_by_claims__daikon__seq_len_cl9.c,True,,38,38,38
SemBench/data/loop3_1000/code/356-20656_instances_count_bits_in_array_brute_force.c,True,,34,34,34
SemBench/data/loop3_1000/code/356-30426_Applications_util_echo.c,True,,46,46,46
SemBench/data/loop3_1000/code/356-4977_done_DIV2.c,True,,30,30,30
SemBench/data/loop3_1000/code/356-8648_libgomp_testsuite_libgomp.oacc-c-c++-common_kernels-private-vars-local-worker-5.c,True,,38,38,38
SemBench/data/loop3_1000/code/357-29026_c-cpp_24_tree_binarysearchtree.c,True,,165,165,165
SemBench/data/loop3_1000/code/359-28710_os_filosofojantar_jantar_jantar.c,True,,62,62,62
SemBench/data/loop3_1000/code/360-11449_src_libgomp_testsuite_libgomp.c_simd-14.c,True,,118,118,118
SemBench/data/loop3_1000/code/360-16826_gcc_testsuite_gcc.dg_tree-ssa_pr84969.c,True,,46,46,46
SemBench/data/loop3_1000/code/360-22782_9-1-search.c,True,,227,227,227
SemBench/data/loop3_1000/code/360-2648_testsuite_reloc4lib2.c,True,,15,15,15
SemBench/data/loop3_1000/code/362-2706_c_learn-c-the-hard-way_ex15.c,True,,29,29,29
SemBench/data/loop3_1000/code/362-32162_graprof-test_analysisperf2_child.c,True,,23,23,23
SemBench/data/loop3_1000/code/365-17559_mpiPractica3_entrega_sec_multmatrixseq.c,True,,69,69,69
SemBench/data/loop3_1000/code/365-31682_Dynamic_Programming_Get_Max_Apple_get_max_apple.c,True,,61,61,61
SemBench/data/loop3_1000/code/366-1784_CHTP_ex9.8.c,True,,20,20,20
SemBench/data/loop3_1000/code/366-22599_third_party_xz-4.999.9beta_src_liblzma_check_crc64_tablegen.c,True,,57,57,57
SemBench/data/loop3_1000/code/366-8585_gcc_testsuite_consistency.vlad_layout_f-31-4-14.c,True,,28,28,28
SemBench/data/loop3_1000/code/367-27041_c_algorithm_bubble_sort.c,True,,31,31,31
SemBench/data/loop3_1000/code/367-34398_MIPS-Float_alg.c,True,,88,88,88
SemBench/data/loop3_1000/code/368-14554_11-functions-pointers.c,True,,58,58,58
SemBench/data/loop3_1000/code/369-21317_C_CPP_pthread2_main.c,True,,43,43,43
SemBench/data/loop3_1000/code/369-23231_tests_bitwise-benchmarks_Bitwise_jacobi.c,True,,46,46,46
SemBench/data/loop3_1000/code/369-29590_c_xover.c,True,,38,38,38
SemBench/data/loop3_1000/code/370-18847_tests_system_tests_test_cases_test_user-defined-type5.manual.ref.c,True,,43,43,43
SemBench/data/loop3_1000/code/371-23958_miscellaneous_pointers_memory-basics.c,True,,34,34,34
SemBench/data/loop3_1000/code/371-24195_p10-19_p11.c,True,,75,75,75
SemBench/data/loop3_1000/code/371-34376_B_20_Nikolay_Karagyozov_vector_homework_vector.c,True,,146,146,146
SemBench/data/loop3_1000/code/371-3510_none_tests_amd64_avx2-1.c,True,,1273,1273,1273
SemBench/data/loop3_1000/code/372-13565_RomKitchen_nbsplit.c,True,,128,128,128
SemBench/data/loop3_1000/code/372-1462_Others_C_BinaryFileSomething.c,True,,59,59,59
SemBench/data/loop3_1000/code/372-1471_complexity++_fzbz4.c,True,,27,27,27
SemBench/data/loop3_1000/code/372-25231_none_tests_mips32_fpu_branches.c,True,,289,289,289
SemBench/data/loop3_1000/code/372-35291_memcheck_tests_str_tester.c,True,,1249,1249,1249
SemBench/data/loop3_1000/code/373-11860_insertion.c,True,,22,22,22
SemBench/data/loop3_1000/code/373-17095_barrier.c,True,,51,51,51
SemBench/data/loop3_1000/code/373-27760_tests_nestedloop5.c,True,,20,20,20
SemBench/data/loop3_1000/code/373-29447_tests_basic_dowhile.c,True,,21,21,21
SemBench/data/loop3_1000/code/373-9077_exercises_ex07_hash.c,True,,218,218,218
SemBench/data/loop3_1000/code/374-23896_lecture15_sophie_list.c,True,,87,87,87
SemBench/data/loop3_1000/code/374-24403_C_Array_MatrixAsPointer.c,True,,18,18,18
SemBench/data/loop3_1000/code/375-18425_algorithms_C_finite-state-automaton_parser.c,True,,77,77,77
SemBench/data/loop3_1000/code/375-21182_Cpp_Test_FindTwoNonRepeatElements_src_FindTwoNonRepeatElements.c,True,,58,58,58
SemBench/data/loop3_1000/code/375-30981_shellcodes_crypter_PV.c,True,,48,48,48
SemBench/data/loop3_1000/code/375-34816_pset5_2021_sandbox_practice_9.c,True,,83,83,83
SemBench/data/loop3_1000/code/376-14262_source_gcc-latest_gcc_testsuite_gcc.c-torture_execute_pr59643.c,True,,34,34,34
SemBench/data/loop3_1000/code/376-4274_symmetric_AES_create_CPLEX-LP_S_10R.c,True,,45,45,45
SemBench/data/loop3_1000/code/378-12345_lab1_zad6.c,True,,18,18,18
SemBench/data/loop3_1000/code/378-17246_Semester_1_CS501_Day6_findMedianLinearTime.c,True,,60,60,60
SemBench/data/loop3_1000/code/378-23780_2_2.38.c,True,,90,90,90
SemBench/data/loop3_1000/code/378-8993_algorithms_searching_binary_search.c,True,,30,30,30
SemBench/data/loop3_1000/code/380-4278_algorithms_graphs_breadth-first-search_bfs.c,True,,239,239,239
SemBench/data/loop3_1000/code/381-14454_other_sort_bubble_sort.c,True,,30,30,30
SemBench/data/loop3_1000/code/381-26375_test_testcode_tn_testflow_maybe_useful_zufall.c,True,,369,369,369
SemBench/data/loop3_1000/code/381-34574_my_pointer_array.c,True,,16,16,16
SemBench/data/loop3_1000/code/381-9743_bit_graph.c,True,,34,34,34
SemBench/data/loop3_1000/code/382-12502_Level3_atoi_base_ft_atoi_base.c,True,,89,89,89
SemBench/data/loop3_1000/code/382-18497_trabalhos_trabalho_1_trabalho1Emma.c,True,,90,90,90
SemBench/data/loop3_1000/code/382-19748_InfoEx3_1-3_ex2-2_czp.c,True,,35,35,35
SemBench/data/loop3_1000/code/382-5719_code_graph_algorithms_src_prim_minimum_spanning_tree_prim_minimum_spanning_tree.c,True,,119,119,119
SemBench/data/loop3_1000/code/383-1849_examples_fence-performance_tests_r+detours_trencher.c,True,,58,58,58
SemBench/data/loop3_1000/code/383-32477_riscv_llvm_3.5_cfe-3.5.0.src_test_Profile_c-general.c,True,,184,184,184
SemBench/data/loop3_1000/code/384-10355_gcc_testsuite_gcc.dg_tree-prof_pr59003.c,True,,23,23,23
SemBench/data/loop3_1000/code/384-33397_src_tests_misc_for-and-while.c,True,,25,25,25
SemBench/data/loop3_1000/code/385-1156_delay-thread_TestCacheMissTool_test.c,True,,26,26,26
SemBench/data/loop3_1000/code/385-31226_ophiuchus_examples_codebreaker2_elf_tests_multiple_flags_elf.c,True,,25,25,25
SemBench/data/loop3_1000/code/386-1535_MNO_entrega_tareas_de_C_tarea3_oscardaniel88_109417_tarea3.c,True,,60,60,60
SemBench/data/loop3_1000/code/386-26878_tests_csmith_rand62.c,True,,103,103,103
SemBench/data/loop3_1000/code/386-33027_chapter-3-Control-Flow_3.6_itob.c,True,,39,39,39
SemBench/data/loop3_1000/code/387-12860_004_c_src.c,True,,30,30,30
SemBench/data/loop3_1000/code/387-24521_gcc_testsuite_consistency.vlad_layout_f-30-24-30.c,True,,28,28,28
SemBench/data/loop3_1000/code/388-14486_math_gcd_gcd_idea5_way2_step1.c,True,,43,43,43
SemBench/data/loop3_1000/code/389-16291_other_sort_heap_sort.c,True,,39,39,39
SemBench/data/loop3_1000/code/389-16487_Classic_Basic_StringOperation.c,True,,57,57,57
SemBench/data/loop3_1000/code/390-4374_fixture_SrcMLForCpp_input_code_Block3.c,True,,15,15,15
SemBench/data/loop3_1000/code/390-947_hwtests_remtest_mkremtest.c,True,,112,112,112
SemBench/data/loop3_1000/code/391-22085_powerArray.c,True,,34,34,34
SemBench/data/loop3_1000/code/392-29057_bin2c_bin2c.c,True,,142,142,142
SemBench/data/loop3_1000/code/392-30502_tests_07_phases_omp.dg_simd_success_simd_02_serial_saxpy.c,True,,43,43,43
SemBench/data/loop3_1000/code/393-4177_codegen.c,True,,136,136,136
SemBench/data/loop3_1000/code/394-4498_interview_quick_sort.c,True,,31,31,31
SemBench/data/loop3_1000/code/395-25605_sorting_array_sort_Bucket_Sort_method2.c,True,,21,21,21
SemBench/data/loop3_1000/code/396-21093_main_datastructure_sort_bubblesort.c,True,,28,28,28
